"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"09/29/2014","AQS","060731006","1","9","ppb","8","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"09/30/2014","AQS","060731006","1","9","ppb","8","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/01/2014","AQS","060731006","1","12","ppb","11","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/02/2014","AQS","060731006","1","8","ppb","8","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/03/2014","AQS","060731006","1","13","ppb","12","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/04/2014","AQS","060731006","1","9","ppb","8","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/05/2014","AQS","060731006","1","7","ppb","7","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/06/2014","AQS","060731006","1","16","ppb","15","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/07/2014","AQS","060731006","1","21","ppb","20","Alpine","20","83.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/08/2014","AQS","060731006","1","18","ppb","17","Alpine","19","79.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/09/2014","AQS","060731006","1","14","ppb","13","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/10/2014","AQS","060731006","1","17","ppb","16","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/11/2014","AQS","060731006","1","12","ppb","11","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/12/2014","AQS","060731006","1","10","ppb","9","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/13/2014","AQS","060731006","1","17","ppb","16","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/14/2014","AQS","060731006","1","13","ppb","12","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/15/2014","AQS","060731006","1","10","ppb","9","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/16/2014","AQS","060731006","1","20","ppb","19","Alpine","20","83.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/17/2014","AQS","060731006","1","10","ppb","9","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/18/2014","AQS","060731006","1","7","ppb","7","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/19/2014","AQS","060731006","1","6","ppb","6","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/20/2014","AQS","060731006","1","14","ppb","13","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/21/2014","AQS","060731006","1","12","ppb","11","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/22/2014","AQS","060731006","1","15","ppb","14","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/23/2014","AQS","060731006","1","18","ppb","17","Alpine","20","83.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"10/24/2014","AQS","060731006","1","12","ppb","11","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
